,Lat,Lon,Category,Date,Time
27470,40.6182488,-73.9840664,Robbery,2022-09-28,9PM
27471,40.6183702,-74.0058602,Gr. Larceny,2022-06-23,3PM
27472,40.6185795,-73.9984508,Burglary,2022-09-23,4PM
27473,40.6185103,-73.9908003,Burglary,2022-08-08,9PM
27474,40.6194102,-73.9120600,Gr. Larceny,2022-09-12,10PM
27475,40.6196402,-73.9157903,G.L.A.,2022-07-05,6PM
27476,40.6193195,-73.9415855,Gr. Larceny,2022-04-26,12PM
27477,40.6193098,-74.1035866,G.L.A.,2022-05-26,12PM
27478,40.6193828,-73.9828847,Robbery,2022-06-07,1PM
27479,40.6247102,-74.1595703,Fel. Assault,2022-07-10,8PM
27480,40.6247925,-73.9376517,Gr. Larceny,2022-09-28,1PM
27481,40.6248403,-74.1361901,Gr. Larceny,2022-02-22,8PM
27482,40.6246801,-73.9169799,Gr. Larceny,2022-09-08,8PM
27483,40.6245902,-73.9445000,Gr. Larceny,2022-01-29,8PM
27484,40.6243401,-73.9849497,Gr. Larceny,2022-04-12,8PM
27485,40.6242758,-74.0277073,G.L.A.,2022-04-24,3AM
27486,40.6243168,-74.0247484,Gr. Larceny,2022-07-09,1PM
27487,40.6244501,-73.9303802,Burglary,2022-09-21,10PM
27488,40.6241798,-73.9090801,G.L.A.,2022-02-09,9PM
27489,40.6241256,-74.1527920,Fel. Assault,2022-03-13,6AM
27490,40.6241202,-74.0106198,Gr. Larceny,2022-01-23,6PM
27491,40.6241991,-74.0781557,Gr. Larceny,2022-01-30,6PM
27492,40.6240439,-73.9718220,Gr. Larceny,2022-09-18,5PM
27493,40.6239599,-73.9501997,Gr. Larceny,2022-08-29,4PM
27494,40.6238788,-73.9225628,Fel. Assault,2022-02-13,3PM
27495,40.6239103,-74.0072503,Gr. Larceny,2022-08-20,3PM
27496,40.6239297,-73.9215899,Robbery,2022-08-23,10AM
27497,40.6238388,-73.9060898,G.L.A.,2022-09-11,8PM
27498,40.6235703,-74.0280099,Gr. Larceny,2022-05-22,8PM
27499,40.6235998,-74.1414198,Gr. Larceny,2022-08-13,11AM
27500,40.6235898,-74.0250602,G.L.A.,2022-07-13,9AM
27501,40.6220238,-73.9872547,Fel. Assault,2022-06-04,3AM
27502,40.6219883,-73.9949054,Gr. Larceny,2022-07-12,11PM
27503,40.6217397,-74.1196603,Fel. Assault,2022-09-14,1AM
27504,40.6217625,-73.9345461,Fel. Assault,2022-04-24,11AM
27505,40.6216693,-73.9488084,Burglary,2022-09-13,1PM
27506,40.6219187,-73.9361247,Burglary,2022-07-19,1PM
27507,40.6226177,-73.9866687,Gr. Larceny,2022-09-02,5AM
27508,40.6233598,-73.9088997,Fel. Assault,2022-06-22,4AM
27509,40.6234503,-73.9549003,G.L.A.,2022-05-13,8PM
27510,40.6233842,-73.9358159,Robbery,2022-09-28,1AM
27511,40.6235396,-73.9539672,Gr. Larceny,2022-08-17,1PM
27512,40.6234911,-74.0005079,Burglary,2022-09-22,10PM
27513,40.6232502,-74.0838132,Gr. Larceny,2022-09-23,6AM
27514,40.6231398,-74.0044802,Gr. Larceny,2022-03-03,7PM
27515,40.6017698,-73.9725705,G.L.A.,2022-05-19,3AM
27516,40.6015802,-73.9743698,G.L.A.,2022-09-13,9PM
27517,40.6016801,-73.9614502,G.L.A.,2022-08-12,9PM
27518,40.6017087,-74.1261118,Fel. Assault,2022-03-19,1AM
27519,40.6014910,-73.9530287,Gr. Larceny,2022-09-20,2PM
27520,40.6014520,-73.9755297,Gr. Larceny,2022-09-08,12PM
27521,40.6013913,-73.9539502,Gr. Larceny,2022-07-11,3PM
27522,40.6010731,-74.1115496,G.L.A.,2022-07-01,4PM
27523,40.6013301,-73.7578699,Robbery,2022-09-09,6PM
27524,40.6005301,-73.9840103,Gr. Larceny,2022-08-05,8PM
27525,40.6005201,-74.0767497,Gr. Larceny,2022-02-17,9PM
27526,40.6006300,-73.7505803,Fel. Assault,2022-10-01,6AM
27527,40.6007425,-73.9821587,Gr. Larceny,2022-05-10,3AM
27528,40.6007903,-74.0995297,Fel. Assault,2022-06-26,10PM
27529,40.6008482,-73.9340899,G.L.A.,2022-08-26,5PM
27530,40.6008474,-73.7579421,Murder,2022-03-26,8PM
27531,40.6009316,-73.9802818,Gr. Larceny,2022-06-13,3PM
27532,40.6009801,-73.7555397,Gr. Larceny,2022-09-12,2PM
27533,40.6002222,-73.9955599,Gr. Larceny,2022-01-16,4AM
27534,40.6002002,-74.1300599,G.L.A.,2022-05-17,4PM
27535,40.6002197,-73.9438000,Gr. Larceny,2022-04-24,4AM
27536,40.6001198,-74.1310698,G.L.A.,2022-09-20,10AM
27537,40.6001960,-74.0028201,Burglary,2022-07-22,1AM
27538,40.6000050,-73.9994730,Gr. Larceny,2022-01-21,12PM
27539,40.6000098,-73.9456601,Gr. Larceny,2022-06-27,8PM
27540,40.5997697,-73.9328599,Gr. Larceny,2022-08-15,6PM
27541,40.5997503,-73.9948303,Gr. Larceny,2022-04-05,8PM
27542,40.5998465,-73.7560851,Robbery,2022-08-25,7AM
27543,40.5995598,-73.7612803,Gr. Larceny,2022-09-30,12AM
27544,40.5992903,-73.9729301,Gr. Larceny,2022-05-26,9AM
27545,40.5990402,-73.9980403,Gr. Larceny,2022-09-07,3PM
27546,40.5989698,-73.9306598,Gr. Larceny,2022-03-19,6PM
27547,40.5989798,-73.7977899,Robbery,2022-08-24,1AM
27548,40.5991366,-73.9535372,Fel. Assault,2022-08-20,7AM
27549,40.5984098,-73.9601802,Gr. Larceny,2022-08-28,2AM
27550,40.6028000,-73.7487799,Robbery,2022-09-04,1PM
27551,40.6025301,-73.9932031,Gr. Larceny,2022-04-20,12PM
27552,40.6022903,-73.9898099,Gr. Larceny,2022-03-05,11AM
27553,40.6022963,-73.9898055,Gr. Larceny,2022-08-19,3PM
27554,40.6021444,-73.9470536,Burglary,2022-03-11,6PM
27555,40.6021924,-73.7577134,Robbery,2022-08-25,11PM
27556,40.6022400,-73.7541497,Gr. Larceny,2022-01-04,4PM
27557,40.6030903,-74.0046499,Gr. Larceny,2022-07-30,1PM
27558,40.6030738,-73.7564757,Burglary,2022-09-20,1AM
27559,40.6030501,-74.0082300,Gr. Larceny,2022-07-18,11AM
27560,40.6034836,-73.7685788,Gr. Larceny,2022-01-16,4PM
27561,40.6032499,-73.9960400,Gr. Larceny,2022-01-16,4PM
27562,40.6036998,-73.9967897,Rape,2022-04-07,1PM
27563,40.6036466,-73.9920445,Gr. Larceny,2022-05-21,10AM
27564,40.6037016,-73.9967844,Robbery,2022-08-24,7PM
27565,40.6038702,-73.9954097,G.L.A.,2022-09-19,9PM
27566,40.6040117,-73.9523145,Gr. Larceny,2022-09-20,10PM
27567,40.6041498,-73.9975099,Robbery,2022-08-24,6PM
27568,40.6045409,-73.9874799,Gr. Larceny,2022-02-08,6PM
27569,40.6046601,-74.0041597,G.L.A.,2022-05-20,7PM
27570,40.6047499,-73.9456198,Gr. Larceny,2022-06-21,9PM
27571,40.6049744,-73.7544203,Robbery,2022-07-27,11AM
27572,40.6048358,-74.0688009,Robbery,2022-01-20,3PM
27573,40.6051685,-73.7590480,G.L.A.,2022-08-22,7PM
27574,40.6053885,-74.1155246,G.L.A.,2022-08-05,8PM
27575,40.6054299,-74.1678898,G.L.A.,2022-03-09,12PM
27576,40.6052748,-73.7518404,Robbery,2022-05-14,3PM
27577,40.6054902,-73.9997099,Gr. Larceny,2022-06-08,8AM
27578,40.6054600,-73.9607200,Gr. Larceny,2022-05-19,11AM
27579,40.6074301,-73.9952803,Fel. Assault,2022-08-24,1PM
27580,40.6075109,-73.9648113,Gr. Larceny,2022-09-16,9PM
27581,40.6075803,-74.1358401,Fel. Assault,2022-09-05,10AM
27582,40.6078903,-73.9255259,Gr. Larceny,2022-07-15,1PM
27583,40.6079203,-73.8160403,Gr. Larceny,2022-08-13,10AM
27584,40.6079426,-73.9609456,Robbery,2022-09-27,12PM
27585,40.6078722,-73.7486918,Robbery,2022-04-06,9AM
27586,40.6077500,-74.1472998,Gr. Larceny,2022-07-14,11AM
27587,40.6076587,-73.9986480,Gr. Larceny,2022-09-16,3PM
27588,40.6080001,-74.1678898,Gr. Larceny,2022-08-08,2PM
27589,40.6080300,-73.9600559,Gr. Larceny,2022-09-04,9PM
27590,40.6080409,-73.9383024,Robbery,2022-07-17,11PM
27591,40.6081503,-73.9873597,Gr. Larceny,2022-05-26,12AM
27592,40.6082974,-73.9777916,Burglary,2022-02-01,11AM
27593,40.6085198,-74.0960401,G.L.A.,2022-03-08,9AM
27594,40.6087498,-73.9582799,Gr. Larceny,2022-08-01,7PM
27595,40.6085801,-73.9749900,G.L.A.,2022-06-18,12PM
27596,40.6086002,-74.0620498,Gr. Larceny,2022-02-18,1PM
27597,40.6061315,-74.1156368,Robbery,2022-07-02,3AM
27598,40.6061299,-73.9773497,Gr. Larceny,2022-08-26,6PM
27599,40.6057904,-73.9712942,Gr. Larceny,2022-09-28,1AM
27600,40.6060133,-73.7587746,Burglary,2022-04-25,2PM
27601,40.6057899,-73.9712899,Gr. Larceny,2022-01-25,4PM
27602,40.6057560,-73.9970289,Gr. Larceny,2022-10-02,9PM
27603,40.6072177,-73.9919376,Gr. Larceny,2022-08-19,2PM
27604,40.6071462,-73.9410717,Fel. Assault,2022-05-31,6PM
27605,40.6064750,-73.9646197,Burglary,2022-08-21,11AM
27606,40.6064753,-73.8195290,Gr. Larceny,2022-05-18,3PM
27607,40.6064397,-74.0058897,Gr. Larceny,2022-07-22,8PM
27608,40.6066697,-74.0728102,Gr. Larceny,2022-06-18,4PM
27609,40.6067502,-73.9637201,Burglary,2022-03-28,1PM
27610,40.6068501,-73.9054698,Gr. Larceny,2022-01-29,3AM
27611,40.6118799,-73.7701799,Fel. Assault,2022-07-24,8PM
27612,40.6118497,-74.0102302,G.L.A.,2022-09-28,1PM
27613,40.6117932,-73.9459931,Gr. Larceny,2022-05-24,2PM
27614,40.6118357,-74.0655173,Fel. Assault,2022-03-08,6AM
27615,40.6117498,-73.9763600,Gr. Larceny,2022-04-06,6PM
27616,40.6117577,-73.7714444,Fel. Assault,2022-01-09,1AM
27617,40.6116801,-74.0883301,Gr. Larceny,2022-02-22,3AM
27618,40.6116232,-74.1230550,Burglary,2022-05-14,11AM
27619,40.6116197,-74.0835900,Gr. Larceny,2022-07-31,5PM
27620,40.6114098,-73.9244398,Robbery,2022-04-23,3AM
27621,40.6111295,-73.9516118,Burglary,2022-06-12,2AM
27622,40.6108600,-74.0024699,Gr. Larceny,2022-01-05,7PM
27623,40.6109599,-74.1034598,G.L.A.,2022-05-09,2AM
27624,40.6109800,-74.0087597,Gr. Larceny,2022-09-04,1AM
27625,40.6104402,-73.9957503,Gr. Larceny,2022-04-18,6PM
27626,40.6105301,-73.9576703,G.L.A.,2022-07-25,12AM
27627,40.6105301,-73.9988999,Gr. Larceny,2022-09-19,11PM
27628,40.6104201,-73.9820898,Fel. Assault,2022-07-24,5PM
27629,40.6103303,-74.0030902,Gr. Larceny,2022-08-27,2AM
27630,40.6103101,-73.9830199,Gr. Larceny,2022-05-24,1PM
27631,40.6098878,-73.9855255,Murder,2022-03-25,11PM
27632,40.6096798,-73.9857497,Robbery,2022-09-22,1AM
27633,40.6095303,-73.7536997,Fel. Assault,2022-06-22,11PM
27634,40.6095196,-74.1589250,G.L.A.,2022-09-24,7AM
27635,40.6095333,-73.7536957,Robbery,2022-09-10,9AM
27636,40.6102022,-73.9839511,Fel. Assault,2022-06-16,4PM
27637,40.6100968,-73.9752180,Gr. Larceny,2022-08-20,5AM
27638,40.6102002,-73.9839499,Rape,2022-07-21,9AM
27639,40.6087645,-74.1572023,Fel. Assault,2022-08-25,10PM
27640,40.6087785,-73.7577962,Robbery,2022-09-21,5AM
27641,40.6090502,-73.9708903,Gr. Larceny,2022-09-18,5PM
27642,40.6093537,-74.0762807,Gr. Larceny,2022-07-01,7PM
27643,40.6093832,-74.0000440,Gr. Larceny,2022-08-28,2PM
27644,40.6093858,-74.1212154,G.L.A.,2022-01-12,2PM
27645,40.6093917,-73.7586124,Fel. Assault,2022-03-09,7PM
27646,40.6093754,-73.9679343,Gr. Larceny,2022-08-05,7PM
27647,40.6093125,-73.9969260,Gr. Larceny,2022-03-08,11PM
27648,40.6092527,-74.0105460,Burglary,2022-05-02,5PM
27649,40.6091501,-73.9574102,Robbery,2022-09-11,11AM
27650,40.6092092,-73.9408298,G.L.A.,2022-01-26,3PM
27651,40.5982402,-73.7542503,Gr. Larceny,2022-04-23,6PM
27652,40.5982201,-73.9317200,Gr. Larceny,2022-04-15,1PM
27653,40.5981898,-73.9424803,Gr. Larceny,2022-07-26,6PM
27654,40.5984601,-73.9313900,G.L.A.,2022-09-06,8PM
27655,40.5985422,-73.9798528,Gr. Larceny,2022-07-27,9AM
27656,40.5976803,-73.9668602,Burglary,2022-07-12,11PM
27657,40.5975319,-74.1360676,Gr. Larceny,2022-03-20,5PM
27658,40.5975100,-73.7596200,G.L.A.,2022-04-07,2PM
27659,40.5975703,-73.9958999,Gr. Larceny,2022-04-12,6PM
27660,40.5973609,-73.7709190,Gr. Larceny,2022-01-28,9AM
27661,40.5980303,-73.9472600,Gr. Larceny,2022-06-28,9PM
27662,40.5979324,-73.9854819,Gr. Larceny,2022-01-11,6PM
27663,40.5977601,-73.9731500,Fel. Assault,2022-07-17,11AM
27664,40.5978087,-74.0886836,Robbery,2022-03-30,7PM
27665,40.5978198,-73.7633302,Robbery,2022-05-13,12PM
27666,40.5967402,-74.0704398,Robbery,2022-06-05,2AM
27667,40.5967201,-73.8010602,Robbery,2022-01-26,4AM
27668,40.5968101,-73.9550813,Robbery,2022-06-17,4PM
27669,40.5968349,-73.9295853,Gr. Larceny,2022-04-10,10AM
27670,40.5965699,-73.8034098,G.L.A.,2022-08-29,10PM
27671,40.5965202,-73.7490602,Rape,2022-07-28,8PM
27672,40.5971762,-73.9299497,Gr. Larceny,2022-02-19,4PM
27673,40.5971103,-74.1820103,Gr. Larceny,2022-05-16,8PM
27674,40.5971089,-73.9904205,Gr. Larceny,2022-07-30,4PM
27675,40.5962098,-73.7687302,Fel. Assault,2022-05-24,4AM
27676,40.5961300,-73.9938299,Gr. Larceny,2022-03-07,10PM
27677,40.5959000,-73.9410098,Robbery,2022-09-19,4PM
27678,40.5958954,-73.9831380,G.L.A.,2022-07-07,4AM
27679,40.5958598,-73.9636994,Gr. Larceny,2022-07-02,11PM
27680,40.5958497,-73.7925898,Gr. Larceny,2022-05-02,1PM
27681,40.5950433,-73.7602121,Gr. Larceny,2022-07-03,3AM
27682,40.5950698,-73.7845498,Gr. Larceny,2022-08-28,12PM
27683,40.5950703,-73.7845461,Fel. Assault,2022-08-02,6PM
27684,40.5948311,-73.9977092,Gr. Larceny,2022-08-05,1AM
27685,40.5949483,-73.7862593,G.L.A.,2022-07-23,4AM
27686,40.5944080,-73.9645365,G.L.A.,2022-09-12,9PM
27687,40.5957203,-73.9291497,Gr. Larceny,2022-09-14,6PM
27688,40.5957839,-73.9840609,Robbery,2022-09-08,7PM
27689,40.5956987,-73.9429611,Gr. Larceny,2022-06-03,2PM
27690,40.5956688,-73.7757213,Gr. Larceny,2022-01-13,10AM
27691,40.5951999,-73.9923701,Gr. Larceny,2022-04-23,6PM
27692,40.5925801,-73.8006599,G.L.A.,2022-01-31,3PM
27693,40.5925356,-73.9945651,G.L.A.,2022-05-12,11PM
27694,40.5927095,-73.7981681,Fel. Assault,2022-05-06,10AM
27695,40.5929478,-73.9481980,Gr. Larceny,2022-03-19,7PM
27696,40.5928402,-73.9259398,G.L.A.,2022-09-04,5AM
27697,40.5929100,-73.7951499,Gr. Larceny,2022-06-22,8PM
27698,40.5932701,-73.9768803,Gr. Larceny,2022-02-09,5PM
27699,40.5932701,-73.9453697,G.L.A.,2022-08-11,4PM
27700,40.5933002,-74.0784703,Gr. Larceny,2022-07-09,5PM
27701,40.5933777,-73.9444273,Gr. Larceny,2022-08-03,10AM
27702,40.5929807,-73.7890334,Fel. Assault,2022-01-22,4AM
27703,40.5930877,-73.9281248,Gr. Larceny,2022-04-11,12PM
27704,40.5929998,-74.0751202,Burglary,2022-03-01,11PM
27705,40.5929998,-73.9887203,Burglary,2022-06-02,9AM
27706,40.5931624,-73.9659797,Gr. Larceny,2022-09-13,11AM
27707,40.5942598,-74.0630101,Fel. Assault,2022-08-20,7PM
27708,40.5938903,-73.7736701,Fel. Assault,2022-02-28,12PM
27709,40.5935315,-73.7771568,Robbery,2022-08-05,11PM
27710,40.5909308,-73.9664895,Gr. Larceny,2022-08-24,12PM
27711,40.5903900,-73.9518801,Gr. Larceny,2022-07-13,7AM
27712,40.5903398,-74.1083300,G.L.A.,2022-06-21,7AM
27713,40.5903303,-73.9937496,G.L.A.,2022-09-01,8AM
27714,40.5906416,-73.9497377,Gr. Larceny,2022-03-16,2PM
27715,40.5906367,-73.9692987,Rape,2022-08-23,5PM
27716,40.5906243,-73.9929818,Gr. Larceny,2022-07-30,7PM
27717,40.5906138,-73.9751270,Gr. Larceny,2022-10-01,2PM
27718,40.5906606,-74.1002179,Gr. Larceny,2022-09-25,7PM
27719,40.5906898,-73.7887797,Robbery,2022-09-07,3PM
27720,40.5920859,-73.7865861,Robbery,2022-08-15,12PM
27721,40.5923039,-73.9542023,Fel. Assault,2022-06-25,4AM
27722,40.5917618,-73.9589781,Gr. Larceny,2022-07-28,3AM
27723,40.5917748,-73.9392215,Robbery,2022-04-07,8AM
27724,40.5919799,-73.9373600,Robbery,2022-09-01,3AM
27725,40.5919084,-73.9576894,Gr. Larceny,2022-09-29,8PM
27726,40.5890457,-74.1629578,Gr. Larceny,2022-07-04,4PM
27727,40.5886627,-73.8122772,Gr. Larceny,2022-08-08,2PM
27728,40.5886198,-73.8169999,Fel. Assault,2022-09-01,1AM
27729,40.5883048,-73.8043135,Robbery,2022-06-26,2AM
27730,40.5883781,-74.0996399,Gr. Larceny,2022-04-11,3PM
27731,40.5883797,-73.9505397,Burglary,2022-01-14,9PM
27732,40.5902174,-73.9300347,Burglary,2022-03-10,6AM
27733,40.5901802,-73.7978603,G.L.A.,2022-06-25,4PM
27734,40.5901098,-73.8140897,Burglary,2022-08-09,2AM
27735,40.5901198,-73.9673102,Gr. Larceny,2022-03-21,9PM
27736,40.5897503,-74.1939998,G.L.A.,2022-05-30,6PM
27737,40.5898693,-73.8065119,G.L.A.,2022-09-18,9PM
27738,40.5894399,-73.9671801,G.L.A.,2022-09-13,5PM
27739,40.5894399,-73.9605101,Robbery,2022-04-14,4PM
27740,40.5895504,-73.9397935,Robbery,2022-07-14,12AM
27741,40.5862203,-74.1595774,Fel. Assault,2022-05-03,2PM
27742,40.5862199,-74.1595803,Fel. Assault,2022-08-02,8AM
27743,40.5863154,-74.1629723,Robbery,2022-08-15,7PM
27744,40.5860924,-73.9712902,Fel. Assault,2022-08-17,8AM
27745,40.5861897,-73.9703498,Gr. Larceny,2022-08-27,1PM
27746,40.5865034,-73.9675790,Burglary,2022-09-30,3PM
27747,40.5865598,-73.9459102,Gr. Larceny,2022-09-24,2PM
27748,40.5868502,-74.0981001,Gr. Larceny,2022-04-02,2PM
27749,40.5868495,-73.9569617,Gr. Larceny,2022-08-18,4PM
27750,40.5870560,-73.9915346,Gr. Larceny,2022-03-23,7PM
27751,40.5881698,-73.9524601,Gr. Larceny,2022-08-26,11PM
27752,40.5881001,-74.0968099,Fel. Assault,2022-09-23,8AM
27753,40.5880079,-73.9492818,Gr. Larceny,2022-08-25,4PM
27754,40.5877499,-74.1002019,Fel. Assault,2022-03-17,4PM
27755,40.5878299,-73.9621798,Burglary,2022-05-01,1PM
27756,40.5872591,-73.9256918,Gr. Larceny,2022-03-29,11PM
27757,40.5873699,-74.1648401,Fel. Assault,2022-02-21,12AM
27758,40.5876583,-73.9552407,Gr. Larceny,2022-07-06,7PM
27759,40.5874899,-73.9513598,Gr. Larceny,2022-01-28,3PM
27760,40.5855500,-73.8201997,Fel. Assault,2022-09-24,2PM
27761,40.5858398,-73.9666162,Gr. Larceny,2022-09-05,11PM
27762,40.5858397,-73.9666202,Gr. Larceny,2022-06-15,7AM
27763,40.5859077,-73.9879886,G.L.A.,2022-01-17,1PM
27764,40.5849125,-73.9819807,Gr. Larceny,2022-05-12,7AM
27765,40.5852814,-73.9577906,Gr. Larceny,2022-06-07,9PM
27766,40.5837100,-73.9435599,Gr. Larceny,2022-05-26,6PM
27767,40.5836503,-73.9484402,Robbery,2022-02-23,3PM
27768,40.5843899,-73.9310601,G.L.A.,2022-06-19,3PM
27769,40.5848003,-73.9830098,Robbery,2022-07-05,2AM
27770,40.5846702,-73.8123697,G.L.A.,2022-09-18,7PM
27771,40.5771454,-74.0010971,Robbery,2022-08-14,12PM
27772,40.5763198,-73.9554897,Gr. Larceny,2022-08-29,11PM
27773,40.5764003,-73.9706200,Gr. Larceny,2022-09-22,3PM
27774,40.5774983,-73.9662580,Gr. Larceny,2022-09-01,3PM
27775,40.5775000,-74.0979800,Gr. Larceny,2022-05-07,12PM
27776,40.5773171,-73.9491881,Gr. Larceny,2022-09-21,1PM
27777,40.5772303,-73.9500913,Gr. Larceny,2022-02-01,6PM
27778,40.5781602,-73.9416705,Burglary,2022-05-22,2AM
27779,40.5748601,-74.0006601,Gr. Larceny,2022-07-17,12PM
27780,40.5751337,-73.9685166,Gr. Larceny,2022-09-09,3PM
27781,40.5749818,-73.9996200,Robbery,2022-06-08,1PM
27782,40.5753549,-73.8496359,Gr. Larceny,2022-01-18,2PM
27783,40.5745869,-73.9876546,Robbery,2022-08-22,2AM
27784,40.5744597,-74.0926002,Burglary,2022-08-23,6PM
27785,40.5748057,-73.9734490,Fel. Assault,2022-09-24,12AM
27786,40.5739997,-73.9896999,Robbery,2022-09-27,9AM
27787,40.5739602,-74.1163103,Burglary,2022-06-13,1AM
27788,40.5743699,-74.1037602,Gr. Larceny,2022-08-10,3PM
27789,40.5755691,-73.9812509,Robbery,2022-09-28,12PM
27790,40.5761533,-73.9890109,Robbery,2022-02-04,3AM
27791,40.5759202,-74.1433697,Gr. Larceny,2022-08-10,7AM
27792,40.5759923,-73.9552959,Gr. Larceny,2022-07-18,7PM
27793,40.5757975,-73.9611328,Fel. Assault,2022-07-31,4AM
27794,40.5758297,-74.1240598,Gr. Larceny,2022-07-18,8PM
27795,40.5758650,-74.0829640,Fel. Assault,2022-06-11,1AM
27796,40.5794660,-73.9514484,Fel. Assault,2022-02-25,8PM
27797,40.5794701,-73.9626499,Gr. Larceny,2022-04-27,10AM
27798,40.5793788,-73.9597450,G.L.A.,2022-08-17,10AM
27799,40.5796236,-74.1090986,Fel. Assault,2022-04-10,8AM
27800,40.5802902,-74.0038700,Gr. Larceny,2022-09-27,11AM
27801,40.5798597,-73.9718103,Robbery,2022-08-04,6PM
27802,40.5792116,-73.9819546,Gr. Larceny,2022-06-30,2PM
27803,40.5788800,-74.0035998,Gr. Larceny,2022-09-04,3AM
27804,40.5781687,-73.9655915,Gr. Larceny,2022-07-25,5PM
27805,40.5786098,-74.1104999,G.L.A.,2022-06-26,10AM
27806,40.5813202,-73.9628403,Fel. Assault,2022-04-08,1PM
27807,40.5815503,-73.9676052,Gr. Larceny,2022-08-19,3AM
27808,40.5819457,-73.9599373,G.L.A.,2022-08-04,8PM
27809,40.5817796,-73.8382568,G.L.A.,2022-05-13,3PM
27810,40.5817094,-73.9539850,G.L.A.,2022-07-05,3AM
27811,40.5806265,-73.9856094,Gr. Larceny,2022-02-12,3PM
27812,40.5803800,-73.8544898,Gr. Larceny,2022-01-06,3PM
27813,40.5806503,-73.9616199,Robbery,2022-09-16,6PM
27814,40.5811398,-74.1587200,Burglary,2022-03-09,7AM
27815,40.5809500,-73.9645998,Gr. Larceny,2022-08-17,9AM
27816,40.5809299,-74.0029299,Gr. Larceny,2022-06-16,9AM
27817,40.5808199,-73.9402601,Robbery,2022-09-12,1PM
27818,40.5823546,-73.9837670,G.L.A.,2022-09-27,6PM
27819,40.5824385,-73.9559233,Gr. Larceny,2022-08-19,5PM
27820,40.5827753,-73.8194199,Burglary,2022-07-14,3PM
27821,40.5826998,-74.1563691,Gr. Larceny,2022-06-28,2PM
27822,40.5827855,-73.9746285,G.L.A.,2022-06-26,11PM
27823,40.5833369,-73.9666590,Burglary,2022-09-05,1AM
27824,40.5830801,-73.9543722,Gr. Larceny,2022-08-09,10AM
27825,40.5427600,-74.1491398,Gr. Larceny,2022-09-08,2AM
27826,40.5425263,-74.1970190,Fel. Assault,2022-09-17,12AM
27827,40.5421700,-74.1653699,Robbery,2022-03-13,9PM
27828,40.5377864,-74.1895182,Gr. Larceny,2022-03-14,1PM
27829,40.5384196,-74.1525031,Robbery,2022-07-08,2PM
27830,40.5396565,-74.1548396,G.L.A.,2022-06-17,10AM
27831,40.5385403,-74.2031300,Gr. Larceny,2022-08-05,1PM
27832,40.5385302,-74.1922402,Gr. Larceny,2022-03-20,9PM
27833,40.5469403,-74.2076301,Gr. Larceny,2022-09-14,12PM
27834,40.5462830,-74.1851138,Gr. Larceny,2022-04-27,11AM
27835,40.5487903,-74.2107797,Robbery,2022-04-18,1AM
27836,40.5498150,-74.1999829,Gr. Larceny,2022-07-13,12PM
27837,40.5241186,-74.2140965,G.L.A.,2022-02-17,10AM
27838,40.5254271,-74.2009621,G.L.A.,2022-01-07,4PM
27839,40.5254202,-74.2009702,Gr. Larceny,2022-08-23,7PM
27840,40.5254900,-74.2156103,Gr. Larceny,2022-06-24,1PM
27841,40.5260963,-74.1802967,Robbery,2022-08-10,10AM
27842,40.5287301,-74.1608698,Gr. Larceny,2022-02-23,3PM
27843,40.5336617,-74.1715672,Gr. Larceny,2022-04-11,5PM
27844,40.5338202,-74.2357302,G.L.A.,2022-09-01,9AM
27845,40.5343012,-74.1570328,G.L.A.,2022-05-04,8AM
27846,40.5360699,-74.2196497,Gr. Larceny,2022-01-10,10PM
27847,40.5330030,-74.1732086,Burglary,2022-04-24,12PM
27848,40.5306700,-74.2066900,Gr. Larceny,2022-03-24,1AM
27849,40.5317136,-74.2029066,Gr. Larceny,2022-02-19,6PM
27850,40.5168393,-74.2371645,Burglary,2022-02-12,3PM
27851,40.5166137,-74.2027842,Gr. Larceny,2022-05-28,10PM
27852,40.5147303,-74.2015602,Fel. Assault,2022-03-08,3AM
27853,40.5145966,-74.2459173,Gr. Larceny,2022-08-05,6PM
27854,40.5212802,-74.2394599,G.L.A.,2022-04-05,11AM
27855,40.5220702,-74.1757599,G.L.A.,2022-03-06,11AM
27856,40.5202798,-74.2045697,Gr. Larceny,2022-01-21,9PM
27857,40.5119350,-74.2396839,Fel. Assault,2022-07-16,6AM
27858,40.5091989,-74.2373057,G.L.A.,2022-04-15,9AM
27859,40.5100002,-74.2437601,Gr. Larceny,2022-09-08,9PM
27860,40.5105124,-74.2425741,Gr. Larceny,2022-07-03,2PM
27861,40.5019797,-74.2425900,Gr. Larceny,2022-04-25,2PM
27862,40.5074509,-74.2388078,Gr. Larceny,2022-06-30,2AM
27863,40.5734197,-73.9917599,Fel. Assault,2022-08-25,5PM
27864,40.5734113,-74.0029254,Gr. Larceny,2022-08-20,11AM
27865,40.5718701,-74.0906100,Rape,2022-03-02,10PM
27866,40.5703003,-74.1341798,Gr. Larceny,2022-03-21,9AM
27867,40.5688499,-73.8766897,Gr. Larceny,2022-08-19,8PM
27868,40.5682277,-74.1121096,Gr. Larceny,2022-07-23,11PM
27869,40.5687299,-74.1114199,G.L.A.,2022-08-07,5PM
27870,40.5693702,-74.1109800,Gr. Larceny,2022-04-13,9PM
27871,40.5656500,-74.1229702,Gr. Larceny,2022-01-25,12PM
27872,40.5582297,-74.1212100,Gr. Larceny,2022-02-14,9PM
